iterationNum,speakerAlpha,listenerAlpha,discountFactor,guessingEpsilon,time,                 speakerID,listenerID,intendedName, word1, word2, topSpeakerChoice,topListenerChoice,correctProb,correct,6.89403973509934
0,7,7,0.93,0.01,0,1,2,threat,threat,coast,nihatate,coast,0.239540276425396,false,
0,7,7,0.93,0.01,1,2,1,bag,bag,coast,fuwo,bag,0.999999966743602,true,
0,7,7,0.93,0.01,2,1,2,coast,coast,meter,nihatate,coast,0.507399285765867,true,
0,7,7,0.93,0.01,3,2,1,shore,shore,cheek,falu,shore,0.753428162511694,true,
0,7,7,0.93,0.01,4,1,2,purse,purse,cheek,fuwo,purse,0.733374828713787,true,
0,7,7,0.93,0.01,5,2,1,game,coast,game,qapamoma,game,0.99999999965895,true,
0,7,7,0.93,0.01,6,1,2,purse,purse,threat,fuwo,purse,0.999955397758346,true,
0,7,7,0.93,0.01,7,2,1,meter,shore,meter,lipu,meter,0.859642091047246,true,
0,7,7,0.93,0.01,8,1,2,danger,danger,cheek,loqi,danger,0.779273707040703,true,
0,7,7,0.93,0.01,9,2,1,threat,threat,game,nihatate,threat,0.604279755632718,true,
0,7,7,0.93,0.01,10,1,2,coast,purse,coast,nihatate,coast,0.999981427937067,true,
0,7,7,0.93,0.01,11,2,1,vitamin,bag,vitamin,loqi,bag,0.001165991077768,false,
0,7,7,0.93,0.01,12,1,2,bag,bag,danger,fuwo,bag,0.805597977902111,true,
0,7,7,0.93,0.01,13,2,1,danger,danger,meter,loqi,danger,0.999998728352482,true,
0,7,7,0.93,0.01,14,1,2,vitamin,danger,vitamin,loqi,danger,5.72007036243636E-09,false,
0,7,7,0.93,0.01,15,2,1,meter,bag,meter,lipu,meter,0.999999999610488,true,
0,7,7,0.93,0.01,16,1,2,cheek,threat,cheek,qapamoma,cheek,0.955104831479348,true,
0,7,7,0.93,0.01,17,2,1,purse,purse,vitamin,fuwo,purse,0.985972276509791,true,
0,7,7,0.93,0.01,18,1,2,shore,shore,vitamin,falu,shore,0.958895585878226,true,
0,7,7,0.93,0.01,19,2,1,meter,meter,vitamin,lipu,meter,0.999951202861749,true,
0,7,7,0.93,0.01,20,1,2,game,meter,game,hene,game,0.999999953641198,true,
0,7,7,0.93,0.01,21,2,1,shore,shore,coast,falu,shore,0.999999999999999,true,
0,7,7,0.93,0.01,22,1,2,purse,purse,meter,fuwo,purse,1,true,
0,7,7,0.93,0.01,23,2,1,game,game,vitamin,hene,game,0.999984916143265,true,
0,7,7,0.93,0.01,24,1,2,threat,threat,meter,nihatate,threat,0.999999999999996,true,
0,7,7,0.93,0.01,25,2,1,threat,threat,shore,nihatate,threat,1,true,
0,7,7,0.93,0.01,26,1,2,game,purse,game,hene,game,1,true,
0,7,7,0.93,0.01,27,2,1,danger,danger,shore,loqi,danger,0.99999999997922,true,
0,7,7,0.93,0.01,28,1,2,danger,purse,danger,loqi,danger,1,true,
0,7,7,0.93,0.01,29,2,1,cheek,coast,cheek,qapamoma,cheek,0.99995856026309,true,
0,7,7,0.93,0.01,30,1,2,coast,danger,coast,falu,coast,0.999999999999545,true,
0,7,7,0.93,0.01,31,2,1,vitamin,coast,vitamin,loqi,vitamin,0.999999999976039,true,
0,7,7,0.93,0.01,32,1,2,vitamin,threat,vitamin,loqi,vitamin,0.999999999999992,true,
0,7,7,0.93,0.01,33,2,1,bag,bag,cheek,fuwo,bag,0.999999999999947,true,
0,7,7,0.93,0.01,34,1,2,danger,danger,game,falu,danger,0.99999999999995,true,
0,7,7,0.93,0.01,35,2,1,bag,bag,shore,fuwo,bag,0.999999974227798,true,
0,7,7,0.93,0.01,36,1,2,shore,shore,game,falu,shore,1,true,
0,7,7,0.93,0.01,37,2,1,cheek,meter,cheek,qapamoma,cheek,0.999999975000708,true,
0,7,7,0.93,0.01,38,1,2,bag,bag,threat,fuwo,bag,0.99999998468153,true,
0,7,7,0.93,0.01,39,2,1,purse,purse,bag,falu,purse,0.999999999999968,true,
0,7,7,0.93,0.01,40,1,2,game,bag,game,hene,game,1,true,
0,7,7,0.93,0.01,41,2,1,shore,purse,shore,falu,shore,0.999754557152682,true,
0,7,7,0.93,0.01,42,1,2,threat,danger,threat,nihatate,danger,0.888382711073861,false,
0,7,7,0.93,0.01,43,2,1,cheek,vitamin,cheek,qapamoma,cheek,0.999999999999956,true,
0,7,7,0.93,0.01,44,1,2,cheek,game,cheek,qapamoma,cheek,1,true,
0,7,7,0.93,0.01,45,2,1,bag,bag,coast,fuwo,bag,0.999999990103428,true,
0,7,7,0.93,0.01,46,1,2,bag,bag,threat,fuwo,bag,0.999999999999588,true,
0,7,7,0.93,0.01,47,2,1,game,meter,game,hene,game,0.999999996083321,true,
0,7,7,0.93,0.01,48,1,2,bag,bag,game,fuwo,bag,1,true,
0,7,7,0.93,0.01,49,2,1,vitamin,bag,vitamin,loqi,vitamin,1,true,
0,7,7,0.93,0.01,50,1,2,bag,purse,bag,fuwo,bag,0.999998690174078,true,
0,7,7,0.93,0.01,51,2,1,bag,bag,game,fuwo,bag,1,true,
0,7,7,0.93,0.01,52,1,2,purse,purse,shore,lipu,purse,0.999999976997206,true,
0,7,7,0.93,0.01,53,2,1,game,game,cheek,hene,game,1,true,
0,7,7,0.93,0.01,54,1,2,danger,bag,danger,nihatate,danger,0.999999999999996,true,
